Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 [141] __gnu_cxx::new_allocator<InverseFlowPair>::new_allocator() [174] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [404] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
  [87] __gnu_cxx::new_allocator<InverseFlowPair>::~new_allocator() [175] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Select1st const&, std::allocator<std::pair<int const, int> > const&) [385] std::vector<int, std::allocator<int> >::vector()
 [236] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::deallocate(std::__detail::_Hash_node<std::pair<int const, int>, false>*, unsigned long) [176] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, int> > const&) [382] std::vector<int, std::allocator<int> >::~vector()
 [237] void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::destroy<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [177] std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [4] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [238] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocate(unsigned long, void const*) [101] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_before_begin() [307] std::__detail::_Hash_node<std::pair<int const, int>, false>::_Hash_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&)
 [239] _ZN9__gnu_cxx13new_allocatorINSt8__detail10_Hash_nodeISt4pairIKiiELb0EEEE9constructIS6_IRKSt21piecewise_construct_tSt5tupleIIRS4_EESC_IIEEEEEvPT_DpOT0_ [275] std::__detail::_Hash_node<int, false>* std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_node<int const&>(int const&) [308] std::__detail::_Hash_node<int, false>::_Hash_node<int const&>(int const&)
 [149] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::new_allocator() [92] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_node_allocator() [196] std::__detail::_Insert_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Insert_base()
 [150] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::~new_allocator() [276] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [309] std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_conjure_hashtable()
 [240] __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::deallocate(std::__detail::_Hash_node<int, false>*, unsigned long) [277] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [310] std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(int const&)
 [241] void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::destroy<std::__detail::_Hash_node<int, false> >(std::__detail::_Hash_node<int, false>*) [178] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*) [311] std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Insert_base()
 [242] __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::allocate(unsigned long, void const*) [278] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [197] std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_Before_begin<std::allocator<std::pair<int const, int> > const&>(std::allocator<std::pair<int const, int> > const&)
 [243] void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<std::__detail::_Hash_node<int, false>, int const&>(std::__detail::_Hash_node<int, false>*, int const&) [279] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*) [198] std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::~_Before_begin()
 [244] __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::new_allocator() [280] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<int, false>*) [312] std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<int, false> > >::_Before_begin<std::allocator<int> const&>(std::allocator<int> const&)
 [245] __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::~new_allocator() [179] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [313] std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<int, false> > >::~_Before_begin()
 [124] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [281] std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&>(int const&, std::integral_constant<bool, true>) [338] std::__detail::_Equal_helper<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Select1st const&, int const&, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*)
 [125] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [282] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<int> const&) [314] std::__detail::_Node_iterator<std::pair<int const, int>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<int const, int>, false>*)
  [89] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [283] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Identity const&, std::allocator<int> const&) [315] std::__detail::_Node_iterator<int, true, false>::_Node_iterator(std::__detail::_Hash_node<int, false>*)
  [90] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [284] std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [199] std::__detail::_Hash_code_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::__detail::_Select1st const&, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&)
 [151] __gnu_cxx::new_allocator<std::pair<int const, int> >::new_allocator() [180] std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [316] std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract()
 [152] __gnu_cxx::new_allocator<std::pair<int const, int> >::~new_allocator() [181] std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [317] std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::__detail::_Identity const&, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&)
 [246] __gnu_cxx::new_allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::deallocate(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long) [115] std::_Iter_base<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, false>::_S_base(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >) [103] std::__detail::_Hash_node_base::_Hash_node_base()
 [247] __gnu_cxx::new_allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::allocate(unsigned long, void const*) [116] std::_Iter_base<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, true>::_S_base(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >) [200] std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base(std::__detail::_Select1st const&, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&)
 [248] __gnu_cxx::new_allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::new_allocator() [390] std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [318] std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base(std::__detail::_Identity const&, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&)
 [249] __gnu_cxx::new_allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::~new_allocator() [391] std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [319] std::__detail::_Node_iterator_base<std::pair<int const, int>, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<int const, int>, false>*)
 [366] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [63] std::_Iter_base<InverseFlowPair*, false>::_S_base(InverseFlowPair*) [320] std::__detail::_Node_iterator_base<int, false>::_Node_iterator_base(std::__detail::_Hash_node<int, false>*)
 [367] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [354] std::_Iter_base<int*, false>::_S_base(int*) [130] std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float)
 [349] void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [79] std::_Iter_base<std::move_iterator<InverseFlowPair*>, true>::_S_base(std::move_iterator<InverseFlowPair*>) [339] std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true> const&)
  [94] void __gnu_cxx::new_allocator<int>::construct<int, int&>(int*, int&) [359] std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [201] std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_Hashtable_ebo_helper(std::__detail::_Select1st const&)
 [232] __gnu_cxx::new_allocator<int>::new_allocator() [337] int const& std::__pair_get<0ul>::__get<int const, int>(std::pair<int const, int>&) [321] std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>&)
 [386] __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [285] std::_Tuple_impl<0ul, int const&>::_M_tail(std::_Tuple_impl<0ul, int const&>&) [322] std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_Hashtable_ebo_helper(std::__detail::_Identity const&)
 [230] __gnu_cxx::new_allocator<int>::~new_allocator() [286] std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [340] std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true> const&)
 [153] __gnu_cxx::__alloc_traits<std::allocator<InverseFlowPair> >::_S_select_on_copy(std::allocator<InverseFlowPair> const&) [287] std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [131] std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_Hashtable_ebo_helper(std::equal_to<int> const&)
 [394] __gnu_cxx::__alloc_traits<std::allocator<int> >::_S_select_on_copy(std::allocator<int> const&) [182] std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [139] std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true> const&)
  [19] __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::__normal_iterator(InverseFlowPair* const&) [288] std::_Tuple_impl<1ul>::_Tuple_impl() [132] std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_Hashtable_ebo_helper(std::hash<int> const&)
  [38] __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::operator++(int) [183] InverseFlowPair* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<InverseFlowPair>(InverseFlowPair const*, InverseFlowPair const*, InverseFlowPair*) [140] std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&)
 [109] __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::__normal_iterator(InverseFlowPair const* const&) [397] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [133] std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_Hashtable_ebo_helper(std::__detail::_Mod_range_hashing const&)
 [387] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [27] InverseFlowPair* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<InverseFlowPair>(InverseFlowPair const*, InverseFlowPair const*, InverseFlowPair*) [202] std::__detail::_Insert<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false, true>::_Insert()
 [154] __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >::__normal_iterator(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* const&) [370] int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [323] std::__detail::_Insert<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true>, true, true>::_Insert()
  [72] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [184] void std::_Destroy_aux<false>::__destroy<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*) [203] std::__detail::_Equality<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::_Equality()
  [60] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [74] void std::_Destroy_aux<true>::__destroy<InverseFlowPair*>(InverseFlowPair*, InverseFlowPair*) [324] std::__detail::_Equality<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true>, true>::_Equality()
 [343] __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::difference_type __gnu_cxx::operator-<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(__gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&, __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&) [227] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [224] std::__detail::_Map_base<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](int const&)
 [250] __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >::difference_type __gnu_cxx::operator-<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > > const&) [93] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_allocate(unsigned long) [15] void std::_Construct<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&>(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&)
  [66] bool __gnu_cxx::operator!=<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(__gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&, __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&) [185] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_Vector_impl::_Vector_impl(std::allocator<InverseFlowPair> const&) [345] __gnu_cxx::__enable_if<!std::__is_scalar<InverseFlowPair>::__value, InverseFlowPair*>::__type std::__fill_n_a<InverseFlowPair*, unsigned long, InverseFlowPair>(InverseFlowPair*, unsigned long, InverseFlowPair const&)
  [58] bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [143] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_Vector_impl::_Vector_impl() [331] InverseFlowPair* std::__addressof<InverseFlowPair>(InverseFlowPair&)
  [67] __gnu_cxx::new_allocator<InverseFlowPair>::max_size() const [105] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_Vector_impl::~_Vector_impl() [325] std::pair<int const, int>* std::__addressof<std::pair<int const, int> >(std::pair<int const, int>&)
 [251] __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::max_size() const [75] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_deallocate(InverseFlowPair*, unsigned long) [118] std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::__addressof<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >&)
 [252] __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::max_size() const [186] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_create_storage(unsigned long) [148] int* std::__addressof<int>(int&)
 [126] __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::max_size() const [62] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_get_Tp_allocator() [326] std::__add_ref<int const&>::type std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&)
 [127] __gnu_cxx::new_allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::max_size() const [187] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_Vector_base(unsigned long, std::allocator<InverseFlowPair> const&) [119] std::_Miter_base<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >)
 [353] __gnu_cxx::new_allocator<int>::max_size() const [144] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_Vector_base() [392] std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  [54] __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::base() const [106] std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::~_Vector_base() [81] std::_Miter_base<std::move_iterator<InverseFlowPair*> >::iterator_type std::__miter_base<std::move_iterator<InverseFlowPair*> >(std::move_iterator<InverseFlowPair*>)
